#Procedure: <daedalus.procedures.Hall2HarmProcedure.Hall2DualHarmFieldProcedure>
#Parameters:
#	Applied Sample Voltage: 1 V
#	Magnet Calibration Filename: ./calibrations/daedalus
#	Delay: 0.06 s
#	Magnetic Field Azimuthal Angle: 0 deg
#	Magnetic Field Polar Angle: 90 deg
#	Final Field Strength: 0.1 T
#	Field Strength: -0.1 T
#	Field Strength Step: 0.0005 T
#	Field Swap: Maximum
#	Lockin AC Gain: 40 dB
#	Lockin Frequency: 3137.17 Hz
#	First Harmonic Lockin Phase Offset: 0 deg
#	Second Harmonic Lockin Phase Offset: 0 deg
#	Lockin Sense Mode: A-B
#	Time Queued: 08:29pm 2021-05-27
#	Sample Name: OOP
#	First Harmonic Lockin Sensitivity: 0.001 V
#	Second Harmonic Lockin Sensitivity: 5e-05 V
#	Probe Station Name: daedalus
#	First Harmonic Lockin Time Constant: 0.02 s
#	Second Harmonic Lockin Time Constant: 0.02 s
#Data:
X1,X2,Y1,Y2,field_strength,elapsed_time
0.0006188,4e-08,-1.12e-05,2.7e-07,0.1,2.690000057220459
0.0006185,3.5e-08,-1.12e-05,2.4e-07,0.09950000000000017,2.81000018119812
0.0006187,5e-08,-1.12e-05,2.8e-07,0.09900000000000017,2.941002607345581
0.0006184,2.5e-08,-1.13e-05,2.15e-07,0.09850000000000017,3.102001190185547
0.0006186,-5e-09,-1.12e-05,2.15e-07,0.09800000000000017,3.2460057735443115
0.000619,6e-08,-1.12e-05,2.8e-07,0.09750000000000017,3.3790011405944824
0.0006188,5e-08,-1.12e-05,2.4e-07,0.09700000000000017,3.4960007667541504
0.0006186,2.5e-08,-1.13e-05,2.55e-07,0.09650000000000017,3.624000310897827
0.0006187,3.5e-08,-1.12e-05,2.65e-07,0.09600000000000017,3.7590041160583496
0.0006184,2.5e-08,-1.12e-05,3.1e-07,0.09550000000000017,3.8929998874664307
0.0006187,3.5e-08,-1.13e-05,2.3e-07,0.09500000000000017,4.0090012550354
0.0006184,5e-08,-1.12e-05,2.4e-07,0.09450000000000017,4.156000137329102
0.0006186,4.5e-08,-1.12e-05,2.65e-07,0.09400000000000017,4.290003061294556
0.0006184,4e-08,-1.12e-05,2.3e-07,0.09350000000000017,4.408999919891357
0.0006185,4e-08,-1.12e-05,2.35e-07,0.09300000000000017,4.529001235961914
0.0006183,6.5e-08,-1.12e-05,2.65e-07,0.09250000000000017,4.648999452590942
0.000618,5.5e-08,-1.13e-05,2.8e-07,0.09200000000000016,4.776002645492554
0.0006179,6.5e-08,-1.12e-05,2.45e-07,0.09150000000000016,4.916000604629517
0.0006179,4e-08,-1.13e-05,2.45e-07,0.09100000000000016,5.034001588821411
0.0006181,7e-08,-1.13e-05,2.6e-07,0.09050000000000016,5.153007984161377
0.0006178,4.5e-08,-1.12e-05,2.7e-07,0.09000000000000016,5.296005964279175
0.0006179,-1e-08,-1.12e-05,2.35e-07,0.08950000000000016,5.421001434326172
0.0006177,4e-08,-1.13e-05,2.35e-07,0.08900000000000016,5.541005849838257
0.0006175,3e-08,-1.13e-05,2.5e-07,0.08850000000000016,5.666000604629517
0.0006176,4e-08,-1.13e-05,2.75e-07,0.08800000000000016,5.796001672744751
0.0006174,8.5e-08,-1.12e-05,2.3e-07,0.08750000000000016,5.9220054149627686
